"","POLLSTER","START","END","SAMPLE","POPULATION","DEMPCT","REPPCT","OTHERPCT","ELAPSED","RECWGT","BIAS","WEIGHT","SAMPWEIGHT","POPWEIGHT","TOTWGT","DEMOCRATIC","REPUBLICAN"
"161","Morning Consult","9/12/22",2022-09-14,7947,"lv",48,45,NA,55,2.64681439754129,1.90875,2,2.24513744448504,2,23.7698484500883,47.5228125,45.4771875
"162","Siena College/The New York Times Upshot","9/6/22",2022-09-14,1399,"rv",46,44,NA,55,2.64681439754129,4.55,1,1.81087824366637,1.67,8.00440787457584,44.8625,45.1375
"163","Ipsos","9/12/22",2022-09-13,NA,"lv",42,43,NA,56,2.47768295753841,2.639375,2,0,2,0,41.34015625,43.65984375
"164","Hart Research Associates/Public Opinion Strategies","9/9/22",2022-09-13,1000,"rv",46,46,NA,56,2.47768295753841,0,1,1.72693881974553,1.67,7.14560749359965,46,46
"165","Ipsos","9/12/22",2022-09-13,1003,"a",37,33,NA,56,2.47768295753841,2.639375,2,1.72768769699048,1,8.5613247255642,36.34015625,33.65984375
"166","YouGov","9/10/22",2022-09-13,1307,"rv",43.2,39.3,NA,56,2.47768295753841,3.91115384615385,2,1.79387242840606,1.67,14.8451214604915,42.2222115384615,40.2777884615385
"167","Fox News/Beacon Research/Shaw & Co. Research","9/9/22",2022-09-12,1201,"rv",44,41,NA,57,2.3193590165517,1.055,2,1.77272745552,1.67,13.7327153022159,43.73625,41.26375
"168","Public Religion Research Institute","9/1/22",2022-09-11,NA,"",37,36,NA,58,2.17115197539405,-0.86,1,0,0,0,37.215,35.785
"169","Public Religion Research Institute","9/1/22",2022-09-11,2523,"a",37,34,NA,58,2.17115197539405,-0.86,1,1.95830098716026,1,4.25176905668912,37.215,33.785
"170","The Winston Group","9/9/22",2022-09-11,1000,"rv",45,45,NA,58,2.17115197539405,0.74,2,1.72693881974553,1.67,12.5231517437831,44.815,45.185
"171","Global Strategy Group/GBAO (Navigator Research)","9/8/22",2022-09-11,1001,"rv",48,42,NA,58,2.17115197539405,5.24,2,1.7271886948288,1.67,12.5249637498305,46.69,43.31
"172","Morning Consult","9/9/22",2022-09-11,8384,"lv",48,44,NA,58,2.17115197539405,1.90875,2,2.25852010164021,2,19.6143615205732,47.5228125,44.4771875
"173","Morning Consult","9/9/22",2022-09-11,2006,"rv",47,42,NA,58,2.17115197539405,1.90875,2,1.90097449213047,1.67,13.7851971093676,46.5228125,42.4771875
"174","Morning Consult","9/8/22",2022-09-10,7947,"lv",48,44,NA,59,2.03241536416637,1.90875,2,2.24513744448504,2,18.2522073473465,47.5228125,44.4771875
"175","IBD/TIPP","9/7/22",2022-09-09,1145,"rv",48,46,NA,60,1.90254402239614,-0.256666666666667,2,1.76078997899709,1.67,11.188934700448,48.0641666666667,45.9358333333333
"176","Big Village/Opinion Research Corporation","9/7/22",2022-09-09,1008,"a",41,36.8,NA,60,1.90254402239614,0,1,1.72893086215783,1,3.28936707693458,41,36.8
"177","Big Village/Opinion Research Corporation","9/7/22",2022-09-09,857,"rv",45.9,40.6,NA,60,1.90254402239614,0,1,1.68835947964944,1.67,5.36433765355705,45.9,40.6
"178","Trafalgar Group","9/7/22",2022-09-09,1081,"lv",42.2,47.9,NA,60,1.90254402239614,-2.20909966960854,1,1.7464104544098,2,6.64524554137498,42.7522749174021,47.3477250825979
"179","Morning Consult","9/7/22",2022-09-09,7947,"lv",48,44,NA,60,1.90254402239614,1.90875,2,2.24513744448504,2,17.0858912978511,47.5228125,44.4771875
"180","Cor Services, Inc.","9/6/22",2022-09-08,534,"lv",44,45,NA,61,1.78097145936502,0,1,1.57009895974005,2,5.59260287135148,44,45
"181","Harris Insights & Analytics","9/7/22",2022-09-08,1854,"rv",51,49,NA,61,1.78097145936502,-0.633333333333333,2,1.88127518653145,1.67,11.1906613641766,51.1583333333333,48.8416666666667
"182","Morning Consult","9/6/22",2022-09-08,7947,"lv",48,45,NA,61,1.78097145936502,1.90875,2,2.24513744448504,2,15.9941028439184,47.5228125,45.4771875
"183","Rasmussen Reports/Pulse Opinion Research","9/4/22",2022-09-08,2500,"lv",42,46,NA,61,1.78097145936502,-4.13,2,1.95601150271407,2,13.9344026420938,43.0325,44.9675
"184","Ipsos","9/6/22",2022-09-07,1003,"a",36,34,NA,62,1.6671673831116,2.639375,2,1.72768769699048,1,5.76068915325146,35.34015625,34.65984375
"185","Morning Consult","9/5/22",2022-09-07,7947,"lv",48,45,NA,62,1.6671673831116,1.90875,2,2.24513744448504,2,14.972079672192,47.5228125,45.4771875
"186","Echelon Insights","8/31/22",2022-09-07,1228,"lv",46,46,NA,62,1.6671673831116,1.49,2,1.77828552717677,2,11.8587985150741,45.6275,46.3725
"187","Morning Consult","9/4/22",2022-09-06,7947,"lv",47,44,NA,63,1.56063538733077,1.90875,2,2.24513744448504,2,14.0153637811389,46.5228125,44.4771875
"188","YouGov","9/3/22",2022-09-06,1337,"rv",44.2,37.5,NA,63,1.56063538733077,3.91115384615385,2,1.79954589427549,1.67,9.38017291246527,43.2222115384615,38.4777884615385
"189","YouGov","9/2/22",2022-09-06,1244,"rv",45,40,NA,63,1.56063538733077,3.91115384615385,2,1.78152181832478,1.67,9.28622201655156,44.0222115384615,40.9777884615385
"190","YouGov","9/2/22",2022-09-06,1634,"a",39,34,NA,63,1.56063538733077,3.91115384615385,2,1.84969656885499,1,5.77340384235879,38.0222115384615,34.9777884615385
"191","Morning Consult","9/3/22",2022-09-05,7947,"lv",47,45,NA,64,1.46091078608033,1.90875,2,2.24513744448504,2,13.1197820355241,46.5228125,45.4771875
"192","Morning Consult","9/2/22",2022-09-04,8909,"lv",47,45,NA,65,1.3675585868498,1.90875,2,2.27370432018016,2,12.4376954680795,46.5228125,45.4771875
"193","OnMessage Inc.","9/1/22",2022-09-03,800,"lv",44,46,NA,66,1.2801715931501,-2.43837072137484,1,1.67115293191698,2,4.27872502249924,44.6095926803437,45.3904073196563
"194","Morning Consult","9/1/22",2022-09-03,8731,"lv",48,45,NA,66,1.2801715931501,1.90875,2,2.2686587974527,2,11.617090188196,47.5228125,45.4771875
"195","Morning Consult","8/31/22",2022-09-02,8631,"lv",47,45,NA,67,1.19836862834781,1.90875,2,2.26577891305491,2,10.860953472708,46.5228125,45.4771875
"196","Opinion Savvy/InsiderAdvantage","9/1/22",2022-09-01,500,"lv",44.7,43.5,NA,68,1.12179287299638,1.02055403434569,1,1.55365202460555,2,3.4857515366378,44.4448614914136,43.7551385085864
"197","Morning Consult","8/30/22",2022-09-01,8724,"lv",48,45,NA,68,1.12179287299638,1.90875,2,2.26845828183038,2,10.1789613329877,47.5228125,45.4771875
"198","Marist College","8/29/22",2022-09-01,1151,"rv",48,44,NA,68,1.12179287299638,-0.2575,2,1.76209660218047,1.67,6.60220274892302,48.064375,43.935625
"199","Rasmussen Reports/Pulse Opinion Research","8/28/22",2022-09-01,2500,"lv",42,47,NA,68,1.12179287299638,-4.13,2,1.95601150271407,2,8.77695905297435,43.0325,45.9675
"200","Morning Consult","8/29/22",2022-08-31,9039,"lv",47,45,NA,69,1.05011030841191,1.90875,2,2.2773259569496,2,9.56577385202721,46.5228125,45.4771875
"201","Global Strategy Group/GBAO (Navigator Research)","8/26/22",2022-08-31,1000,"rv",48,43,NA,69,1.05011030841191,5.24,2,1.72693881974553,1.67,6.05701069708237,46.69,44.31
"202","YouGov","8/28/22",2022-08-30,1342,"rv",46.4,37.7,NA,70,0.983008259704391,3.91115384615385,2,1.80047907938291,1.67,5.91141859357091,45.4222115384615,38.6777884615385
"203","Trafalgar Group","8/28/22",2022-08-30,1084,"lv",41.4,47.2,NA,70,0.983008259704391,-2.20909966960854,1,1.7471032954999,2,3.43483394006632,41.9522749174021,46.6477250825979
"204","Morning Consult","8/28/22",2022-08-30,9377,"lv",48,45,NA,70,0.983008259704391,1.90875,2,2.28650379035491,2,8.99060844705708,47.5228125,45.4771875
"205","Morning Consult","8/27/22",2022-08-29,9546,"lv",48,44,NA,71,0.920194031909281,1.90875,2,2.29096937439146,2,8.43254538240784,47.5228125,44.4771875
"206","Quinnipiac University","8/25/22",2022-08-29,1584,"a",46,42,NA,71,0.920194031909281,5.5,2,1.84192714309359,1,3.38986072857287,44.625,43.375
"207","Quinnipiac University","8/25/22",2022-08-29,1419,"rv",47,43,NA,71,0.920194031909281,5.5,2,1.81442691929001,1.67,5.57654690703714,45.625,44.375
"208","SurveyMonkey","8/22/22",2022-08-29,20799,"a",39,38,NA,71,0.920194031909281,2.45538461538462,2,2.48566504690265,1,4.57458828297064,38.3861538461538,38.6138461538462
"209","Morning Consult","8/26/22",2022-08-28,2007,"rv",47,42,NA,72,0.861393633270278,1.90875,2,1.90109908719908,1.67,5.46956613076362,46.5228125,42.4771875
"210","Morning Consult","8/26/22",2022-08-28,9177,"lv",48,44,NA,72,0.861393633270278,1.90875,2,2.28111390820475,2,7.85974798916742,47.5228125,44.4771875
"211","Data for Progress","8/12/22",2022-08-28,8876,"lv",45,46,NA,72,0.861393633270278,5.645,2,2.27277657101312,2,7.83102107246622,43.58875,47.41125
"212","Morning Consult","8/25/22",2022-08-27,8685,"lv",48,45,NA,73,0.806350580104307,1.90875,2,2.2673381696688,2,7.3130777936203,47.5228125,45.4771875
"213","Big Village/Opinion Research Corporation","8/24/22",2022-08-26,1005,"a",43.6,35.7,NA,74,0.754824778035642,0,1,1.72818570512329,1,1.30447739127406,43.6,35.7
"214","Big Village/Opinion Research Corporation","8/24/22",2022-08-26,848,"rv",48.3,40.8,NA,74,0.754824778035642,0,1,1.68572015894798,1.67,2.12494698582955,48.3,40.8
"215","YouGov","8/24/22",2022-08-26,1854,"lv",45,47,NA,74,0.754824778035642,3.91115384615385,2,1.88127518653145,2,5.68013250039025,44.0222115384615,47.9777884615385
"216","Morning Consult","8/24/22",2022-08-26,8696,"lv",48,44,NA,74,0.754824778035642,1.90875,2,2.26765460720026,2,6.84672754216575,47.5228125,44.4771875
"217","Morning Consult","8/23/22",2022-08-25,8886,"lv",48,44,NA,75,0.706591474719164,1.90875,2,2.27305807087396,2,6.42449381768453,47.5228125,44.4771875
"218","WPA Intelligence (WPAi)","8/22/22",2022-08-25,1000,"rv",44,42,NA,75,0.706591474719164,6.36,1,1.72693881974553,1.67,2.0378012131476,42.41,43.59
"219","WPA Intelligence (WPAi)","8/22/22",2022-08-25,NA,"lv",47,44,NA,75,0.706591474719164,6.36,1,0,2,0,45.41,45.59
"220","Rasmussen Reports/Pulse Opinion Research","8/21/22",2022-08-25,2500,"lv",42,47,NA,75,0.706591474719164,-4.13,2,1.95601150271407,2,5.52840420908154,43.0325,45.9675
"221","Fabrizio Lee & Associates/Impact Research","8/17/22",2022-08-25,1313,"rv",47,44,NA,75,0.706591474719164,0,1,1.7950174685757,1.67,2.11813454724683,47,44
"222","Emerson College","8/23/22",2022-08-24,1000,"rv",43.6,44.6,NA,76,0.66144027948461,-0.25,1,1.72693881974553,1.67,1.90758571562747,43.6625,44.5375
"223","Morning Consult","8/22/22",2022-08-24,9291,"lv",47,45,NA,76,0.66144027948461,1.90875,2,2.28420036716033,2,6.0434485170135,46.5228125,45.4771875
"224","McLaughlin & Associates","8/20/22",2022-08-24,1000,"lv",45,45,NA,76,0.66144027948461,-7.86,1,1.72693881974553,2,2.28453379117062,46.965,43.035
"225","NewsNation","8/22/22",2022-08-23,1028,"rv",42.18,44.98,NA,77,0.619174245625543,0,1,1.73384261150378,1.67,1.79282965398883,42.18,44.98
"226","Morning Consult","8/21/22",2022-08-23,9387,"lv",47,45,NA,77,0.619174245625543,1.90875,2,2.28677025808425,2,5.66363699787297,46.5228125,45.4771875
"227","YouGov","8/20/22",2022-08-23,1318,"rv",43.7,38.5,NA,77,0.619174245625543,3.91115384615385,2,1.79596767876561,1.67,3.71413655510964,42.7222115384615,39.4777884615385
"228","Morning Consult","8/20/22",2022-08-22,9402,"lv",48,45,NA,78,0.579609011330071,1.90875,2,2.28716942789602,2,5.3026560433887,47.5228125,45.4771875
"229","Echelon Insights","8/19/22",2022-08-22,1054,"rv",50,42,NA,78,0.579609011330071,1.49,2,1.74008693227533,1.67,3.36862402192456,49.6275,42.3725
"230","Echelon Insights","8/19/22",2022-08-22,1054,"lv",48,44,NA,78,0.579609011330071,1.49,2,1.74008693227533,2,4.03428026577792,47.6275,44.3725
"231","YouGov","8/18/22",2022-08-22,1563,"a",38,33,NA,78,0.579609011330071,3.91115384615385,2,1.83859058260537,1,2.13132733964936,37.0222115384615,33.9777884615385
"232","YouGov","8/18/22",2022-08-22,1188,"rv",45,39,NA,78,0.579609011330071,3.91115384615385,2,1.77000662498065,1.67,3.42654537844205,44.0222115384615,39.9777884615385
"233","SSRS","8/5/22",2022-08-22,1815,"rv",47,44,NA,78,0.579609011330071,6.54,2,1.87596018667474,1.67,3.63166025317102,45.365,45.635
"234","YouGov","8/10/22",2022-08-21,1796,"lv",49,45,NA,79,0.54257199550608,3.91115384615385,2,1.87332931221554,2,4.06566409267526,48.0222115384615,45.9777884615385
"235","Ipsos","8/12/22",2022-08-21,5049,"a",34,31,NA,79,0.54257199550608,2.639375,2,2.13173637071473,1,2.31324091310316,33.34015625,31.65984375
"236","Morning Consult","8/19/22",2022-08-21,2005,"rv",47,42,NA,79,0.54257199550608,1.90875,2,1.90084983493517,1.67,3.44470194624791,46.5228125,42.4771875
"237","Cygnal","8/19/22",2022-08-21,5647,"lv",47.2,46.5,NA,79,0.54257199550608,3.7073417949916,1,2.15971992741821,2,2.34360710150709,46.2731645512521,47.4268354487479
"238","Morning Consult","8/19/22",2022-08-21,9057,"lv",48,45,NA,79,0.54257199550608,1.90875,2,2.27782330459374,2,4.94353254313471,47.5228125,45.4771875
"239","Morning Consult","8/18/22",2022-08-20,8852,"lv",48,45,NA,80,0.507901644993241,1.90875,2,2.27209967529273,2,4.61601265067916,47.5228125,45.4771875
"240","Morning Consult","8/17/22",2022-08-19,8914,"lv",47,45,NA,81,0.475446729878173,1.90875,2,2.27384458837663,2,4.32436789517939,46.5228125,45.4771875
"241","J.L. Partners","8/16/22",2022-08-18,1023,"a",45,41,NA,82,0.445065683838958,7.55,2,1.73262369148791,1,1.54226269617529,43.1125,42.8875
"242","Morning Consult","8/16/22",2022-08-18,9203,"lv",48,44,NA,82,0.445065683838958,1.90875,2,2.28182119920971,2,4.06224124969801,47.5228125,44.4771875
"243","Rasmussen Reports/Pulse Opinion Research","8/14/22",2022-08-18,2500,"lv",41,46,NA,82,0.445065683838958,-4.13,2,1.95601150271407,2,3.48221438820923,42.0325,44.9675
"244","ALG Research","8/10/22",2022-08-17,1000,"lv",40,44,NA,83,0.416625986641648,0.93,1,1.72693881974553,2,1.43897517929249,39.7675,44.2325
"245","Morning Consult","8/15/22",2022-08-17,9382,"lv",47,45,NA,83,0.416625986641648,1.90875,2,2.2866370597221,2,3.81068968439231,46.5228125,45.4771875
"246","Trafalgar Group","8/14/22",2022-08-16,1091,"lv",41.6,46.9,NA,84,0.390003586095247,-2.20909966960854,1,1.74871249645827,2,1.36400828933659,42.1522749174021,46.3477250825979
"247","Morning Consult","8/14/22",2022-08-16,9382,"lv",48,44,NA,84,0.390003586095247,1.90875,2,2.2866370597221,2,3.56718661355964,47.5228125,44.4771875
"248","YouGov","8/13/22",2022-08-16,1331,"rv",45.1,38.7,NA,84,0.390003586095247,3.91115384615385,2,1.79842145459878,1.67,2.34264532745787,44.1222115384615,39.6777884615385
"249","NBC News/The Wall Street Journal","8/12/22",2022-08-16,1000,"rv",45,47,NA,84,0.390003586095247,2.8,2,1.72693881974553,1.67,2.24953119111062,44.3,47.7
"250","Morning Consult","8/13/22",2022-08-15,9301,"lv",47,44,NA,85,0.365082356943761,1.90875,2,2.28446930006062,2,3.33607774572717,46.5228125,44.4771875
"251","Morning Consult","8/12/22",2022-08-14,2005,"rv",46,42,NA,86,0.341753594335055,1.90875,2,1.90084983493517,1.67,2.16973835969016,45.5228125,42.4771875
"252","Morning Consult","8/12/22",2022-08-14,8938,"lv",48,45,NA,86,0.341753594335055,1.90875,2,2.27451678237335,2,3.10929714300598,47.5228125,45.4771875
"253","OnMessage Inc.","8/11/22",2022-08-14,800,"lv",43,47,NA,86,0.341753594335055,-2.43837072137484,1,1.67115293191698,2,1.14224504233239,43.6095926803437,46.3904073196563
"254","Pew Research Center","8/1/22",2022-08-14,6929,"rv",44,42,NA,86,0.341753594335055,4.4,1,2.21086769540685,1.67,1.2618052091126,42.9,43.1
"255","Morning Consult","8/11/22",2022-08-13,8791,"lv",48,45,NA,87,0.319915539657045,1.90875,2,2.27037093746279,2,2.90530777472032,47.5228125,45.4771875
"256","Big Village/Opinion Research Corporation","8/10/22",2022-08-12,1006,"a",40.9,37.2,NA,88,0.299472936672959,0,1,1.72843433766492,1,0.517619306946896,40.9,37.2
"257","Big Village/Opinion Research Corporation","8/10/22",2022-08-12,828,"rv",46.2,41.8,NA,88,0.299472936672959,0,1,1.67975328859631,1.67,0.840077885870739,46.2,41.8
"258","Morning Consult","8/10/22",2022-08-12,8693,"lv",47,45,NA,88,0.299472936672959,1.90875,2,2.26756834576977,2,2.71630140645727,46.5228125,45.4771875
"259","Morning Consult","8/9/22",2022-08-11,8535,"lv",47,45,NA,89,0.280336616019557,1.90875,2,2.26298265880714,2,2.53758760272373,46.5228125,45.4771875
"260","Rasmussen Reports/Pulse Opinion Research","8/7/22",2022-08-11,2500,"lv",43,46,NA,89,0.280336616019557,-4.13,2,1.95601150271407,2,2.19336658226477,44.0325,44.9675
"261","Morning Consult","8/8/22",2022-08-10,10434,"rv",45,43,NA,90,0.262423106255908,1.90875,2,2.31320624589558,1.67,2.02750948665134,44.5228125,43.4771875
"262","YouGov","8/7/22",2022-08-09,1331,"rv",44.3,38.4,NA,91,0.245654269766155,3.91115384615385,2,1.79842145459878,1.67,1.47557829659857,43.3222115384615,39.3777884615385
"263","Morning Consult","8/7/22",2022-08-09,10500,"rv",45,42,NA,91,0.245654269766155,1.90875,2,2.3147826340364,1.67,1.89924503368951,44.5228125,42.4771875
"264","Fox News/Beacon Research/Shaw & Co. Research","8/6/22",2022-08-09,1002,"rv",41,41,NA,91,0.245654269766155,1.055,2,1.7274383204112,1.67,1.41733768121674,40.73625,41.26375
"265","Morning Consult","8/6/22",2022-08-08,10871,"rv",46,42,NA,92,0.229956961928098,1.90875,2,2.323463493051,1.67,1.78455066408293,45.5228125,42.4771875
"266","The Bullfinch Group","8/5/22",2022-08-08,1208,"a",44,42,NA,92,0.229956961928098,0,1,1.77418034462369,1,0.407985121962209,44,42
"267","The Bullfinch Group","8/5/22",2022-08-08,1008,"rv",45,44,NA,92,0.229956961928098,0,1,1.72893086215783,1.67,0.663958079704054,45,44
"268","Morning Consult","8/5/22",2022-08-07,2005,"rv",44,43,NA,93,0.215262712060892,1.90875,2,1.90084983493517,1.67,1.36666818290007,43.5228125,43.4771875
"269","Léger","8/5/22",2022-08-07,1002,"a",35,31,NA,93,0.215262712060892,3.88333333333333,2,1.7274383204112,1,0.743706115539257,34.0291666666667,31.9708333333333
"270","Morning Consult","8/5/22",2022-08-07,10595,"rv",45,42,NA,93,0.215262712060892,1.90875,2,2.3170343676756,1.67,1.66589548042664,44.5228125,42.4771875
"271","Zogby Interactive/JZ Analytics","8/4/22",2022-08-06,891,"lv",44.8,44.3,NA,94,0.201507424760201,0,1,1.6980861068677,2,0.684353916831974,44.8,44.3
"272","Morning Consult","8/4/22",2022-08-06,10408,"rv",46,42,NA,94,0.201507424760201,1.90875,2,2.31258250504809,1.67,1.55644850076004,45.5228125,42.4771875
"273","Morning Consult","8/3/22",2022-08-05,10122,"rv",45,42,NA,95,0.188631100318025,1.90875,2,2.30561663794351,1.67,1.4526027511116,44.5228125,42.4771875
"274","IBD/TIPP","8/2/22",2022-08-04,1182,"rv",46,46,NA,96,0.176577573007703,-0.256666666666667,2,1.76874079949151,1.67,1.04314865856408,46.0641666666667,45.9358333333333
"275","Morning Consult","8/2/22",2022-08-04,10137,"rv",45,42,NA,96,0.176577573007703,1.90875,2,2.3059868438456,1.67,1.35999977131499,44.5228125,42.4771875
"276","Rasmussen Reports/Pulse Opinion Research","7/31/22",2022-08-04,2500,"lv",43,46,NA,96,0.176577573007703,-4.13,2,1.95601150271407,2,1.3815510556976,44.0325,44.9675
"277","Morning Consult","8/1/22",2022-08-03,10267,"rv",45,43,NA,97,0.165294266092511,1.90875,2,2.30917253682474,1.67,1.27485455238312,44.5228125,43.4771875
"278","Ipsos","8/1/22",2022-08-02,NA,"rv",39,36,NA,98,0.154731962489199,2.639375,2,0,1.67,0,38.34015625,36.65984375
"279","Ipsos","8/1/22",2022-08-02,1004,"a",35,33,NA,98,0.154731962489199,2.639375,2,1.72793682506292,1,0.534734111998683,34.34015625,33.65984375
"280","Data for Progress","8/1/22",2022-08-02,1377,"lv",44,48,NA,98,0.154731962489199,5.645,2,1.80691562468216,2,1.11835040263787,42.58875,49.41125
"281","Morning Consult","7/31/22",2022-08-02,10810,"rv",45,43,NA,98,0.154731962489199,1.90875,2,2.32205672765831,1.67,1.20004995756927,44.5228125,43.4771875
"282","YouGov","7/30/22",2022-08-02,1325,"rv",44,38.7,NA,98,0.154731962489199,3.91115384615385,2,1.79729193460508,1.67,0.928849017412895,43.0222115384615,39.6777884615385
"283","Ipsos","7/21/22",2022-08-01,884,"lv",38,40,NA,99,0.144844590086139,2.639375,2,1.69611426565941,2,0.982691902194762,37.34015625,40.65984375
"284","Opinion Savvy/InsiderAdvantage","7/31/22",2022-08-01,800,"lv",44,45,NA,99,0.144844590086139,1.02055403434569,1,1.67115293191698,2,0.48411492278953,43.7448614914136,45.2551385085864
"285","Morning Consult","7/30/22",2022-08-01,10979,"rv",45,42,NA,99,0.144844590086139,1.90875,2,2.32593490905868,1.67,1.12524295548862,44.5228125,42.4771875
"286","YouGov","7/28/22",2022-08-01,1557,"a",39,32,NA,99,0.144844590086139,3.91115384615385,2,1.8376290429585,1,0.532341250915417,38.0222115384615,32.9777884615385
"287","YouGov","7/28/22",2022-08-01,1153,"rv",45,39,NA,99,0.144844590086139,3.91115384615385,2,1.76253063006726,1.67,0.852678708932035,44.0222115384615,39.9777884615385
"288","Monmouth University","7/28/22",2022-08-01,808,"a",50,43,NA,99,0.144844590086139,3.9,1,1.67364051463027,1,0.242417774293177,49.025,43.975
